"","MSU_ID","SIF ID","Del15N","Del13C","Wt% N*","Wt% C*","C:N ratio","Comments.x","ID1","ID2","ORGANIZATION","Date","CAP_BASIN","CAP_SITE","Serial/Operation","Region","Depth (m)","Depth class","Species","PRED/PREY","TLin","TLmm","TWg","Size class","Box Number","Box Location","DryStart","DryEnd","Comments.y","QAQC","Source","Stat_district"
"1","19-0001","20200090.001",11.2450364,-24.7383132,13.5821508219178,50.6326657534247,3.72788274974223,NA,"19-0001","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",32,813,NA,"LARGE",1,"A1",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MM6"
"2","19-0007","20200090.002",10.7746016,-23.613953,14.7177831168831,49.315251948052,3.35072555128777,NA,"19-0007","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",28,711,NA,"LARGE",1,"A7",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MM6"
"3","19-0008","20200090.003",10.258222,-23.3464885,14.6883173126615,48.2023811369509,3.28168163247671,NA,"19-0008","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",19.75,502,NA,"SMALL",1,"A8",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MM6"
"4","19-0009","20200090.004",10.9903424,-24.4900254,13.9666266414141,50.476327020202,3.61406718430695,NA,"19-0009","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",31.5,800,NA,"LARGE",1,"A9",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MM6"
"5","19-0010","20200090.005",10.8734828,-23.7057993,14.5963054521277,50.0047513297872,3.42584988330031,NA,"19-0010","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",29.75,756,NA,"LARGE",1,"A10",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MM6"
"6","19-0011","20200090.007",10.9064432,-23.9127058,14.5624953374233,49.4187104294479,3.39356060100837,NA,"19-0011","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"COS","PREDATOR",26.25,667,NA,"LARGE",1,"B1",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MM6"
"7","19-0012","20200090.008",11.207082,-23.7603015,14.722832201087,48.7952703804348,3.3142584058543,NA,"19-0012","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"COS","PREDATOR",14,356,NA,"SMALL",1,"B2",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MM6"
"8","19-0013","20200090.009",10.6797156,-24.7877689,13.4259867605634,51.2496352112676,3.81719691261762,NA,"19-0013","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"COS","PREDATOR",24,610,NA,"LARGE",1,"B3",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MM6"
"9","19-0021","20200090.010",12.6433564,-22.5713461,14.2242256445047,48.9981465400271,3.44469693919378,NA,"19-0021","1","MSU",2019-08-24,"HU","223",NA,"NH",NA,NA,"LAT","PREDATOR",21.5,546,NA,"SMALL",1,"C1",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MH1"
"10","19-0023","20200090.011",11.6944964,-24.4254302,14.0788374837873,49.7973826199741,3.53703796050768,NA,"19-0023","1","MSU",2019-08-24,"HU","223",NA,"NH",NA,NA,"CHS","PREDATOR",37,940,NA,"LARGE",1,"C3",2019-12-18 12:00:00,2019-12-20 12:00:00,NA,NA,"Predator","MH1"
"11","19-0025","20210016.001",6.7854098,-28.9662624,11.1789114503817,50.0926371501272,4.48099418019962,NA,"19-0025","1","MDNR",2019-09-18,"HU","240","125","SH",58,"DEEP","DRE","PREY",NA,NA,NA,NA,1,"C5",2019-12-18 15:45:00,2019-12-20 15:45:00,"5 pooled mussels",NA,"Prey",NA
"12","19-0027","20210016.002",11.4512604,-27.3713808,11.7863654285714,48.7742774285714,4.13819491039513,NA,"19-0027","1","MDNR",2019-09-16,"HU","224","110","NH",129,"DEEP","DRE","PREY",NA,NA,NA,NA,1,"C7",2019-12-18 15:45:00,2019-12-20 15:45:00,"5 pooled mussels",NA,"Prey","MH2"
"13","19-0027","20210016.002",10.0944295,-27.1321896,9.91427452229299,45.8976394904459,4.6294501314485,NA,"19-0027","1","MDNR",2019-09-16,"HU","224","110","NH",129,"DEEP","DRE","PREY",NA,NA,NA,NA,1,"C7",2019-12-18 15:45:00,2019-12-20 15:45:00,"5 pooled mussels",NA,"Prey","MH2"
"14","19-0028","20210016.003",8.3658114,-28.117536,11.2471164690382,47.3943036890646,4.21390707738598,NA,"19-0028","1","MDNR",2019-09-07,"MI","210","80","NH",50,"DEEP","DRE","PREY",NA,NA,NA,NA,1,"C8",2019-12-18 15:45:00,2019-12-20 15:45:00,"5 pooled mussels",NA,"Prey",NA
"15","19-0029","20210016.004",4.5543145,-26.4874584,11.6094677902622,48.9927076154807,4.22006490741763,NA,"19-0029","1","MDNR",2019-09-05,"MI","254","65","CH",27,"SHALLOW","DRE","PREY",NA,NA,NA,NA,1,"C9",2019-12-18 15:45:00,2019-12-20 15:45:00,"5 pooled mussels",NA,"Prey",NA
"16","19-0030","20210016.005",10.2903984,-25.5009648,12.0328117866005,49.7343794044665,4.13323006180897,NA,"19-0030","1","USGS",2019-10-15,"HU","250","146","CH",55,"DEEP","SMT","PREY",6.34,161,"28.74",NA,1,"C10",2019-12-18 15:45:00,2019-12-20 15:45:00,"sn146, LH311",NA,"Prey","MH4"
"17","19-0031","20210016.007",10.3082797,-23.5461672,11.2904191933241,44.4394198887343,3.93602922334461,NA,"19-0031","1","MDNR",2019-09-20,"HU","248","136","SH",74,"DEEP","RGB","PREY",3.98,101,"13.66","LARGE",1,"D1",2019-12-18 15:45:00,2019-12-20 15:45:00,NA,NA,"Prey","MH6"
"18","19-0032","20210016.008",10.8331523,-22.95378,12.3527303797468,43.1958316455696,3.49686509116982,NA,"19-0032","1","MDNR",2019-09-20,"HU","248","136","SH",74,"DEEP","RGB","PREY",5.79,147,"49.78","LARGE",1,"D2",2019-12-18 15:45:00,2019-12-20 15:45:00,NA,NA,"Prey","MH6"
"19","19-0033","20210016.009",9.67972,-22.3301352,11.0950674293405,41.014965948856,3.69668469435286,NA,"19-0033","1","MDNR",2019-09-20,"HU","248","136","SH",74,"DEEP","RGB","PREY",3.23,82,"7.4","SMALL",1,"D3",2019-12-18 15:45:00,2019-12-20 15:45:00,NA,NA,"Prey","MH6"
"20","19-0034","20210016.010",9.8902065,-22.9226064,11.9679627235213,46.684442778542,3.90078444067931,NA,"19-0034","1","MDNR",2019-09-20,"HU","248","136","SH",74,"DEEP","RGB","PREY",3.82,97,"13.86","LARGE",1,"D4",2019-12-18 15:45:00,2019-12-20 15:45:00,NA,NA,"Prey","MH6"
"21","19-0035","20210016.011",9.4360447,-22.4781312,11.3433518471338,43.9114025477707,3.87111350679528,NA,"19-0035","1","MDNR",2019-09-20,"HU","248","136","SH",74,"DEEP","RGB","PREY",3.54,90,"10.71","LARGE",1,"D5",2019-12-18 15:45:00,2019-12-20 15:45:00,NA,NA,"Prey","MH6"
"22","19-0036","20210016.012",9.6824733,-21.9672864,11.2256057104914,41.5838722443559,3.70437670062578,NA,"19-0036","1","MDNR",2019-09-20,"HU","248","136","SH",74,"DEEP","RGB","PREY",2.64,67,"4.23","SMALL",1,"D6",2019-12-18 15:45:00,2019-12-20 15:45:00,NA,NA,"Prey","MH6"
"23","19-0037","20210016.013",9.5338015,-21.6304104,12.4069887228261,45.7710392663044,3.68913362370483,NA,"19-0037","1","MDNR",2019-09-20,"HU","248","136","SH",74,"DEEP","RGB","PREY",3.43,87,"9.21","SMALL",1,"D7",2019-12-18 15:45:00,2019-12-20 15:45:00,NA,NA,"Prey","MH6"
"24","19-0038","20210016.014",10.0653541,-23.5601568,12.453301884253,47.9049780619112,3.84676919480175,NA,"19-0038","1","MDNR",2019-09-20,"HU","248","136","SH",74,"DEEP","RGB","PREY",4.69,119,"27.79","LARGE",1,"D8",2019-12-18 15:45:00,2019-12-20 15:45:00,"Estimate of TL because tail was partially cut off",NA,"Prey","MH6"
"25","19-0040","20200090.012",13.9208216,-23.9339011,12.804568767507,52.3199467787115,4.08603739248752,NA,"19-0040","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",23.5,597,NA,"SMALL",1,"D10",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"26","19-0041","20200090.013",12.5864248,-24.603067,13.8478988204456,48.7946710353866,3.52361550788804,NA,"19-0041","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",20.25,514,NA,"SMALL",1,"E1",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"27","19-0042","20200090.014",12.7732004,-25.430693,12.152278833967,50.6025145754119,4.16403501489547,NA,"19-0042","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",27.5,698,NA,"LARGE",1,"E2",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"28","19-0044","20200090.015",12.3726816,-24.9906382,12.7946188055909,50.2646086404066,3.92857414544015,NA,"19-0044","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",25,635,NA,"LARGE",1,"E4",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"29","19-0046","20200090.016",12.2518268,-24.7050063,11.7453143920596,53.4732518610422,4.55273056779075,NA,"19-0046","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",32,813,NA,"LARGE",1,"E6",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"30","19-0048","20200090.017",12.2278556,-25.9918638,11.1202893877551,53.1289074829932,4.77765511583674,NA,"19-0048","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",27,686,NA,"LARGE",1,"E8",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"31","19-0049","20200090.018",12.4076396,-24.9209965,13.6700872635561,50.6961008827238,3.70854259415575,NA,"19-0049","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",24,610,NA,"LARGE",1,"E9",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"32","19-0050","20200090.019",12.3077596,-24.2356818,14.1281947802198,49.3203063186813,3.4909135304202,NA,"19-0050","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",22.5,572,NA,"SMALL",1,"E10",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"33","19-0051","20200090.020",12.0790344,-24.3436769,14.0645336619718,48.4006028169014,3.4413229745234,NA,"19-0051","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",23.5,597,NA,"SMALL",1,"F1",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"34","19-0053","20200090.021",12.885066,-26.3653048,11.6101983247423,52.488206185567,4.52087076529179,NA,"19-0053","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",19.5,495,NA,"SMALL",1,"F3",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"35","19-0055","20200090.022",10.3241428,-23.926836,13.9782095357591,49.0890690087829,3.5118280980982,NA,"19-0055","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",22.5,572,NA,"SMALL",1,"F5",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"36","19-0056","20200090.023",11.4338096,-23.8248967,14.1912244573083,49.2825513748191,3.47274835396176,NA,"19-0056","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",30.5,775,NA,"LARGE",1,"F6",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"37","19-0058","20200090.024",10.7446376,-24.4637836,13.8651997226075,49.4634355062413,3.5674520739568,NA,"19-0058","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",30.5,775,NA,"LARGE",1,"F8",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"38","19-0059","20200090.025",10.353108,-24.4809417,13.7919012755102,50.1754566326531,3.63803768822997,NA,"19-0059","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",23.5,597,NA,"SMALL",1,"F9",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"39","19-0061","20200090.026",10.937406,-25.2601213,13.1131542974079,50.2409072305593,3.83133654123863,NA,"19-0061","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",38.75,984,NA,"LARGE",1,"G1",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"40","19-0063","20200090.027",10.9863472,-24.4203837,14.7893849104859,48.5103772378517,3.28008078303899,NA,"19-0063","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",12.75,324,NA,"SMALL",1,"G3",2020-01-06 10:30:00,2020-01-08 10:30:00,NA,NA,"Predator","MM6"
"41","19-0065","20200090.029",11.2660112,-25.0713822,13.6082131812421,50.7907046894804,3.73235663000133,NA,"19-0065","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",33.5,851,NA,"LARGE",1,"G5",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"42","19-0068","20200090.030",10.223264,-23.8894919,13.9030247074122,48.7882249674902,3.50918062754211,NA,"19-0068","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",23.5,597,NA,"SMALL",1,"G8",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"43","19-0069","20200090.031",10.3161524,-24.249812,14.2433050209205,48.7620976290098,3.42351003207389,NA,"19-0069","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",23.25,591,NA,"SMALL",1,"G9",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"44","19-0070","20200090.032",10.947394,-25.3126049,12.9599965706447,51.4470836762689,3.96968343284905,NA,"19-0070","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",33,838,NA,"LARGE",1,"G10",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"45","19-0073","20200090.033",12.0530656,-24.2952305,14.3199639118457,49.9408608815427,3.48749907394883,NA,"19-0073","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",36,914,NA,"LARGE",1,"H3",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"46","19-0075","20200090.034",11.5227028,-24.6404111,14.2156154269972,47.6336997245179,3.35080109398961,NA,"19-0075","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",15,381,NA,"SMALL",1,"H5",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"47","19-0079","20200090.035",10.4439988,-24.360835,13.8011952316076,49.4450408719346,3.58266367819325,NA,"19-0079","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",23.25,591,NA,"SMALL",1,"H9",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"48","19-0080","20200090.036",10.3521092,-24.3335839,13.8712706460674,49.1416657303371,3.54269388754728,NA,"19-0080","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",23,584,NA,"SMALL",1,"H10",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"49","19-0081","20200090.037",10.0644548,-23.8541664,14.5101682795699,48.3662755376344,3.33326771997079,NA,"19-0081","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",23.25,591,NA,"SMALL",1,"I1",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"50","19-0084","20200090.038",11.4957352,-24.9593499,13.3749223495702,50.7829742120344,3.79687992832843,NA,"19-0084","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",31,787,NA,"LARGE",1,"I4",2020-01-06 12:20:00,2020-01-08 12:20:00,NA,NA,"Predator","MM6"
"51","19-0088","20200090.039",11.5536656,-25.1501076,13.4717673740053,50.1796405835544,3.72480010903242,NA,"19-0088","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",39,991,NA,"LARGE",1,"I8",2020-01-06 14:30:00,2020-01-08 14:30:00,NA,NA,"Predator","MM6"
"52","19-0091","20200090.040",10.1493528,-23.6230367,14.0888131339402,49.2378738621586,3.49482056395111,NA,"19-0091","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",23.75,603,NA,"LARGE",1,"J1",2020-01-06 14:29:59,2020-01-08 14:29:59,NA,NA,"Predator","MM6"
"53","19-0092","20200090.041",11.4537856,-24.8463083,14.1165811170213,49.6206715425532,3.51506296965363,NA,"19-0092","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"COS","PREDATOR",22.75,578,NA,"SMALL",1,"J2",2020-01-06 14:29:59,2020-01-08 14:29:59,NA,NA,"Predator","MM6"
"54","19-0093","20200090.042",10.4350096,-24.2669701,13.9259868385346,48.5703717774763,3.48775080291453,NA,"19-0093","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"COS","PREDATOR",27.5,698,NA,"LARGE",1,"J3",2020-01-06 14:29:59,2020-01-08 14:29:59,NA,NA,"Predator","MM6"
"55","19-0095","20200090.043",10.1972952,-23.5291718,14.3730127717391,48.149972826087,3.35002644127344,NA,"19-0095","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",22.5,572,NA,"SMALL",1,"J5",2020-01-06 14:29:59,2020-01-08 14:29:59,NA,NA,"Predator","MM6"
"56","19-0096","20200090.044",10.2592208,-23.452465,14.2945393939394,47.7762187088274,3.34227059663661,NA,"19-0096","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",21,533,NA,"SMALL",1,"J6",2020-01-06 14:29:59,2020-01-08 14:29:59,NA,NA,"Predator","MM6"
"57","19-0097","20200090.045",10.9164312,-23.5695438,14.4055242595205,48.5362863187588,3.36928288372995,NA,"19-0097","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",28.5,724,NA,"LARGE",1,"J7",2020-01-06 14:29:59,2020-01-08 14:29:59,NA,NA,"Predator","MM6"
"58","19-0102","20200090.046",10.2092808,-23.9429848,13.961732780083,47.994520055325,3.4375761813599,NA,"19-0102","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",27.5,698,NA,"LARGE",2,"A2",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"59","19-0106","20200090.047",11.3838696,-23.1749075,14.6154986910995,48.1171426701571,3.29219985490193,NA,"19-0106","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",32,813,NA,"LARGE",2,"A6",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"60","19-0109","20200090.048",10.5818332,-23.7613108,14.6126503597122,47.6687625899281,3.26215720054133,NA,"19-0109","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",25,635,NA,"LARGE",2,"A9",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"61","19-0110","20200090.050",11.1101984,-23.9308732,13.7716506648936,49.5314135638298,3.59662140502112,NA,"19-0110","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",25.25,641,NA,"LARGE",2,"A10",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"62","19-0111","20200090.051",12.5964128,-25.1622192,12.8133220275344,49.1685744680851,3.83730108104887,NA,"19-0111","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",23.25,591,NA,"SMALL",2,"B1",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"63","19-0112","20200090.052",13.4623724,-24.9956847,13.0073664131812,50.2699594423321,3.86473001878306,NA,"19-0112","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",21.5,546,NA,"SMALL",2,"B2",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"64","19-0113","20200090.053",13.184706,-23.9106872,13.7258233240223,48.5020907821229,3.53363799293822,NA,"19-0113","1","MSU",2019-07-13,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",18.75,476,NA,"SMALL",2,"B3",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"65","19-0114","20200090.054",10.7486328,-24.2972491,13.2760691612903,48.9839664516129,3.68964381373049,NA,"19-0114","1","MSU",2019-07-13,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",33,838,NA,"LARGE",2,"B4",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"66","19-0115","20200090.055",10.0255016,-24.0459334,14.0538241519674,47.6803242876526,3.39269395803403,NA,"19-0115","1","MSU",2019-07-13,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",16.75,425,NA,"SMALL",2,"B5",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"67","19-0116","20200090.056",11.2600184,-23.9601429,14.2412538558786,47.9905689001264,3.36982750155222,NA,"19-0116","1","MSU",2019-08-10,"MI","134",NA,"NEM",NA,NA,"CHS","PREDATOR",33,838,NA,"LARGE",2,"B6",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"68","19-0117","20200090.057",11.431812,-26.7649876,9.5527052631579,54.777001283697,5.73418730869428,NA,"19-0117","1","MSU",2019-07-13,"MI","134",NA,"NEM",NA,NA,"RBT","PREDATOR",32.25,819,NA,"LARGE",2,"B7",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"69","19-0118","20200090.058",12.7931764,-24.2891747,13.1271018465909,48.68309375,3.70859419839444,NA,"19-0118","1","MSU",2019-07-13,"MI","134",NA,"NEM",NA,NA,"LAT","PREDATOR",20.5,521,NA,"SMALL",2,"B8",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM6"
"70","19-0119","20200090.059",10.4300156,-24.1377797,13.4517810271041,50.3451241084165,3.74263631016411,NA,"19-0119","1","MSU",2019-08-10,"MI","312",NA,"SEM",NA,NA,"COS","PREDATOR",21.25,540,NA,"SMALL",2,"B9",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM7"
"71","19-0120","20200090.060",10.443,-24.0974077,13.9550781420765,49.3536734972678,3.53661032885653,NA,"19-0120","1","MSU",2019-08-10,"MI","312",NA,"SEM",NA,NA,"COS","PREDATOR",26.5,673,NA,"LARGE",2,"B10",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM7"
"72","19-0121","20200090.061",12.3397212,-23.0638845,14.0519946222791,47.7443060179257,3.39768889053147,NA,"19-0121","1","MSU",2019-08-10,"MI","312",NA,"SEM",NA,NA,"LAT","PREDATOR",30.25,768,NA,"LARGE",2,"C1",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM7"
"73","19-0123","20200090.062",12.49054,-24.7837317,13.3746494334278,48.5106090651558,3.62705649270413,NA,"19-0123","1","MSU",2019-08-10,"MI","312",NA,"SEM",NA,NA,"LAT","PREDATOR",21.25,540,NA,"SMALL",2,"C3",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM7"
"74","19-0127","20200090.063",10.023504,-23.8390269,13.8351602475928,48.6355392022008,3.51535785143239,NA,"19-0127","1","MSU",2019-08-10,"MI","162",NA,"SEM",NA,NA,"RBT","PREDATOR",24.5,622,NA,"LARGE",2,"C7",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM8"
"75","19-0128","20200090.064",10.7606184,-24.7827224,13.5231619799139,48.8495566714491,3.61228806872282,NA,"19-0128","1","MSU",2019-08-10,"MI","162",NA,"SEM",NA,NA,"CHS","PREDATOR",39,991,NA,"LARGE",2,"C8",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM8"
"76","19-0134","20200090.065",12.7632124,-23.5473392,12.2049122052705,50.3097600554785,4.12209110637872,NA,"19-0134","1","MSU",2019-08-15,"MI","124",NA,"NEM",NA,NA,"LAT","PREDATOR",27.5,698,NA,"LARGE",2,"D4",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MM5"
"77","19-0136","20200090.066",10.902448,-23.6099158,14.2947990250696,48.6686880222841,3.40464304093614,NA,"19-0136","1","MSU",2019-08-03,"HU","218",NA,"NH",NA,NA,"CHS","PREDATOR",29,737,NA,"LARGE",2,"D6",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MH1"
"78","19-0139","20200090.067",12.4595772,-22.3291141,13.5536487671233,49.7173657534247,3.66819050778582,NA,"19-0139","1","MSU",2019-08-03,"HU","218",NA,"NH",NA,NA,"LAT","PREDATOR",22,559,NA,"SMALL",2,"D9",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MH1"
"79","19-0140","20200090.068",12.006122,-22.8297269,14.4885306366048,46.3099151193634,3.19631550506323,NA,"19-0140","1","MSU",2019-08-03,"HU","218",NA,"NH",NA,NA,"WAE","PREDATOR",21.5,546,NA,"SMALL",2,"D10",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MH1"
"80","19-0141","20200090.069",12.5061321,-22.498617,13.707875616083,48.2425284046693,3.51932930789566,NA,"19-0141","1","MSU",2019-08-03,"HU","218",NA,"NH",NA,NA,"LAT","PREDATOR",22.5,572,NA,"SMALL",2,"E1",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MH1"
"81","19-0142","20200090.070",11.2086021,-23.944347,14.3760357938719,47.8750281337047,3.33019678165469,NA,"19-0142","1","MSU",2019-08-03,"HU","218",NA,"NH",NA,NA,"CHS","PREDATOR",29,737,NA,"LARGE",2,"E2",2020-01-07 12:00:00,2020-01-09 17:30:00,"Oily sample - might not want to use. Placed back in drying oven for a few extra hours.",NA,"Predator","MH1"
"82","19-0144","20200090.071",7.9777524,-26.750883,10.0168286465177,55.4197894875164,5.5326682169793,NA,"19-0144","1","MSU",2019-06-22,"HU","224",NA,"NH",NA,NA,"PKS","PREDATOR",17.5,444,NA,"SMALL",2,"E4",2020-01-07 12:00:00,2020-01-09 12:10:00,NA,NA,"Predator","MH2"
