"","MSU_ID","SIF ID","Del15N","Del13C","Wt% N*","Wt% C*","C:N ratio","Comments.x","ID1","ID2","ORGANIZATION","Date","CAP_BASIN","CAP_SITE","Serial/Operation","Region","Depth (m)","Depth class","Species","PRED/PREY","TLin","TLmm","TWg","Size class","Box Number","Box Location","DryStart","DryEnd","Comments.y","QAQC","Source","Stat_district"
"227","19-0576","20200090.204",10.1387932,-23.9986856,13.2195506241331,49.0514529819695,3.71052347970308,NA,"158110","1","USFWS",2019-08-08,"MI","1117",NA,"SWM",NA,NA,"RBT","PREDATOR",21.81,554,"1700","SMALL",6,"H6",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM5"
"228","19-0577","20200090.205",10.614017,-25.3646205,12.2474036848793,51.4663508259212,4.20222539814392,NA,"151103","1","USFWS",2019-07-05,"MI","1124",NA,"SWM",NA,NA,"COS","PREDATOR",25.98,660,"2400","LARGE",6,"H7",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM6"
"229","19-0578","20200090.206",11.3060862,-27.8660819,9.5184695483871,55.5564536774194,5.83670025890175,NA,"151127","1","USFWS",2019-07-18,"MI","1113",NA,"SWM",NA,NA,"CHS","PREDATOR",40.47,1028,"12900","LARGE",6,"H8",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM5"
"230","19-0581","20200090.207",12.4732029,-25.0289353,11.6123291122715,52.3248108355091,4.50597036387937,NA,"151116","1","USFWS",2019-07-11,"MI","1117",NA,"SWM",NA,NA,"LAT","PREDATOR",29.29,744,"4350","LARGE",6,"I1",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM5"
"231","19-0583","20200090.208",10.4790035,-24.7286386,13.1673445868946,50.0969793447293,3.80463798255805,NA,"151126","1","USFWS",2019-07-18,"MI","1113",NA,"SWM",NA,NA,"CHS","PREDATOR",24.41,620,"2100","LARGE",6,"I3",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM5"
"232","19-0584","20200090.209",10.1389695,-24.4404751,13.7666523616734,48.525642780027,3.52486875568407,NA,"158133","1","USFWS",2019-08-17,"MI","1119",NA,"SWM",NA,NA,"COS","PREDATOR",12.13,308,"300","SMALL",6,"I4",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM6"
"233","19-0585","20200090.210",10.7120268,-25.036013,12.9317943319838,50.7542452091768,3.9247643371228,NA,"151139","1","USFWS",2019-07-25,"MI","1115",NA,"SWM",NA,NA,"CHS","PREDATOR",27.17,690,"4400","LARGE",6,"I5",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM5"
"234","19-0590","20200090.211",12.8662422,-25.400009,13.3668547925608,50.1612419170243,3.75265854948474,NA,"151089","1","USFWS",2019-07-04,"MI","1117",NA,"SWM",NA,NA,"LAT","PREDATOR",22.05,560,"1350","SMALL",6,"I10",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM5"
"235","19-0592","20200090.212",10.6550211,-24.6669615,13.3263343187661,49.7992255784062,3.73690351654162,NA,"151101","1","USFWS",2019-07-05,"MI","1124",NA,"SWM",NA,NA,"COS","PREDATOR",24.09,612,"1750","LARGE",6,"J2",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","WM6"
"236","19-0593","20200090.213",10.7410297,-24.864126,13.0504217086835,50.8553985994398,3.89683948416791,NA,"147759","1","USFWS",2019-09-08,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",26.18,665,"3520","LARGE",6,"J3",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","MM6"
"237","19-0595","20200090.214",10.1589715,-23.6437283,14.1303751243781,47.7515815920398,3.3793569648167,NA,"147752","1","USFWS",2019-09-07,"MI","128",NA,"NEM",NA,NA,"RBT","PREDATOR",21.42,544,"1460","SMALL",6,"J5",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","MM6"
"238","19-0597","20200090.215",13.4673023,-27.5000637,9.60787054886212,54.7136420348059,5.69466894423195,NA,"147766","1","USFWS",2019-09-08,"MI","128",NA,"NEM",NA,NA,"LAT","PREDATOR",34.06,865,"7120","LARGE",6,"J7",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","MM6"
"239","19-0598","20200090.216",10.5020058,-25.7791715,12.1818710526316,51.7491922368421,4.24804958230641,NA,"147762","1","USFWS",2019-09-08,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",24.92,633,"3280","LARGE",6,"J8",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","MM6"
"240","19-0599","20200090.218",11.2510807,-25.5233632,12.7863428571429,51.3894584158416,4.01908966387006,NA,"147391","1","USFWS",2019-08-24,"MI","128",NA,"NEM",NA,NA,"CHS","PREDATOR",34.72,882,"8660","LARGE",6,"J9",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","MM6"
"241","19-0600","20200090.219",10.8990455,-23.2797323,14.1945184615385,45.7711882517482,3.22456787637919,NA,"147748","1","USFWS",2019-09-07,"MI","128",NA,"NEM",NA,NA,"CHS","PREDATOR",19.65,499,"940","SMALL",6,"J10",2020-01-27 11:00:00,2020-01-29 11:00:00,NA,NA,"Predator","MM6"
"242","19-0602","20200090.220",11.5471103,-26.3029213,11.2478479136691,50.8886247482014,4.52429879375934,NA,"147377","1","USFWS",2019-08-24,"MI","128",NA,"NEM",NA,NA,"CHS","PREDATOR",34.53,877,"8140","LARGE",7,"A2",2020-01-27 14:20:00,2020-01-29 14:20:00,NA,NA,"Predator","MM6"
"243","19-0603","20200090.221",10.6420198,-24.7296497,13.4354461012312,50.3568220246238,3.74805731385497,NA,"154074","1","USFWS",2019-09-08,"MI","379",NA,"SEM",NA,NA,"COS","PREDATOR",25.39,645,"3000","LARGE",7,"A3",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IN"
"244","19-0609","20200090.222",11.2820838,-24.1907334,13.3277364130435,50.3937663043478,3.78111966973093,NA,"62986","1","USFWS",2019-08-12,"MI","1126",NA,"SEM",NA,NA,"RBT","PREDATOR",30.79,782,"4690","LARGE",7,"A9",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IN"
"245","19-0614","20200090.223",10.9730529,-27.0592241,10.0293723702665,55.1446816269285,5.4983182986019,NA,"62558","1","USFWS",2019-07-06,"MI","1122",NA,"SWM",NA,NA,"COS","PREDATOR",22.48,571,"2170","SMALL",7,"B4",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IL"
"246","19-0616","20200090.224",12.0981654,-26.3383098,10.8168272346369,53.1596902234637,4.91453631183454,NA,"62573","1","USFWS",2019-06-29,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",22.91,582,"1890","SMALL",7,"B6",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IN"
"247","19-0617","20200090.225",11.0170573,-25.6982835,11.6765713924051,52.1969265822785,4.47022716070829,NA,"62989","1","USFWS",2019-08-12,"MI","1126",NA,"SEM",NA,NA,"RBT","PREDATOR",31.85,809,"5920","LARGE",7,"B7",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IN"
"248","19-0620","20200090.226",12.4081964,-25.1634116,11.6239734615385,53.0587894871795,4.56460001932567,"Replicates outside QAQC criteria.","62307","1","USFWS",2019-07-13,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",22.52,572,"1870","SMALL",7,"B10",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IN"
"249","19-0624","20200090.227",12.0291585,-24.5527072,12.8555726804124,51.7273201030928,4.02372740515155,NA,"62790","1","USFWS",2019-08-09,"MI","164",NA,"SEM",NA,NA,"LAT","PREDATOR",25.43,646,"2770","LARGE",7,"C4",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM8"
"250","19-0626","20200090.228",10.7190275,-24.1725336,13.921200952381,50.2731378231293,3.61126443006564,NA,"62311","1","USFWS",2019-07-13,"MI","379",NA,"SEM",NA,NA,"RBT","PREDATOR",29.72,755,"4720","LARGE",7,"C6",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IN"
"251","19-0630","20200090.229",10.5250081,-24.7539161,12.4415190104167,52.3763580729167,4.20980412673601,NA,"154055","1","USFWS",2019-08-17,"MI","1116",NA,"SWM",NA,NA,"BNT","PREDATOR",21.14,537,"2030","SMALL",7,"C10",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IL"
"252","19-0631","20200090.230",12.1391695,-24.6578616,13.6240936031332,50.6064312010444,3.71448058676038,NA,"62615","1","USFWS",2019-07-21,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",20.83,529,"1270","SMALL",7,"D1",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IN"
"253","19-0633","20200090.231",12.4111967,-23.9379584,12.8009944289694,50.3278878830084,3.93156079883244,NA,"62748","1","USFWS",2019-08-11,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",33.19,843,"6200","LARGE",7,"D3",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IN"
"254","19-0635","20200090.232",10.864042,-24.126023,14.0387035040431,50.2598133423181,3.58008938131953,NA,"154007","1","USFWS",2019-08-17,"MI","1116",NA,"SWM",NA,NA,"RBT","PREDATOR",29.17,741,"4040","LARGE",7,"D5",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","IL"
"255","19-0637","20200090.233",10.6720228,-24.5638293,13.7283568364611,49.7610843163539,3.62469339259841,NA,"147337","1","USFWS",2019-08-25,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",18.7,475,"920","SMALL",7,"D7",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"256","19-0638","20200090.234",10.694025,-24.368687,14.0997113350126,48.8696840050378,3.4660059942989,NA,"147379","1","USFWS",2019-08-24,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",29.17,741,"5220","LARGE",7,"D8",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"257","19-0639","20200090.235",10.1709727,-24.651795,13.4624833753149,51.2269105793451,3.80516054513954,NA,"147362","1","USFWS",2019-08-24,"MI","128",NA,"NEM",NA,NA,"RBT","PREDATOR",23.66,601,"2480","LARGE",7,"D9",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"258","19-0640","20200090.236",10.6680224,-26.0208244,11.7447183216783,52.5406634965035,4.47355671353346,NA,"147317","1","USFWS",2019-08-25,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",24.21,615,"2640","LARGE",7,"D10",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"259","19-0642","20200090.237",11.6321188,-25.7094056,12.4987089452603,52.7444337783712,4.21999056137494,NA,"147342","1","USFWS",2019-08-25,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",31.5,800,"6520","LARGE",7,"E2",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"260","19-0643","20200090.239",10.9830539,-25.5071856,12.7276076163611,51.5831533145275,4.05285540451596,NA,"147339","1","USFWS",2019-08-25,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",29.72,755,"5560","LARGE",7,"E3",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"261","19-0644","20200090.240",11.9891545,-28.5263302,8.2078446969697,57.8776426767677,7.05150314285745,NA,"147322","1","USFWS",2019-08-25,"MI","128",NA,"NEM",NA,NA,"LAT","PREDATOR",23.15,588,"2080","SMALL",7,"E4",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"262","19-0646","20200090.241",11.0660622,-25.1381341,12.6020448101266,52.6418960759494,4.17725034858217,NA,"147341","1","USFWS",2019-08-25,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",25.79,655,"2930","LARGE",7,"E6",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"263","19-0650","20200090.242",12.1901746,-25.2978879,12.91700013947,51.4388567642957,3.98226029332583,NA,"147343","1","USFWS",2019-08-25,"MI","128",NA,"NEM",NA,NA,"CHS","PREDATOR",21.26,540,"2360","SMALL",7,"E10",2020-01-27 14:19:59,2020-01-29 14:19:59,NA,NA,"Predator","MM6"
"264","19-0651","20200090.243",10.8560412,-25.3939424,12.5449490250696,50.9185239554318,4.05888647723294,NA,"147338","1","USFWS",2019-08-25,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",25.59,650,"2460","LARGE",7,"F1",2020-01-28 14:40:00,2020-01-30 14:40:00,NA,NA,"Predator","MM6"
"265","19-0652","20200090.244",11.0090565,-24.429353,13.92133145917,49.4296942436412,3.55064415990769,NA,"147758","1","USFWS",2019-09-08,"MI","128",NA,"NEM",NA,NA,"COS","PREDATOR",28.35,720,"4320","LARGE",7,"F2",2020-01-28 14:40:00,2020-01-30 14:40:00,NA,NA,"Predator","MM6"
"266","19-0654","20200090.245",12.5292085,-23.8550482,12.8575992414665,50.2452112515803,3.90782216088495,NA,"154082","1","USFWS",2019-09-09,"MI","1126",NA,"SEM",NA,NA,"LAT","PREDATOR",22.09,561,"1380","SMALL",7,"F4",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"267","19-0658","20200090.246",10.1379694,-23.9571693,13.6431449728261,47.2147400815217,3.4606932767747,NA,"62689","1","USFWS",2019-08-04,"MI","1131",NA,"SWM",NA,NA,"COS","PREDATOR",21.65,550,"2090","SMALL",7,"F8",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IL"
"268","19-0662","20200090.247",13.4483004,-25.9288143,11.6069661684783,52.4215836956522,4.51638980718464,NA,"62791","1","USFWS",2019-08-09,"MI","164",NA,"SEM",NA,NA,"LAT","PREDATOR",29.06,738,"4540","LARGE",7,"G2",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","MM8"
"269","19-0664","20200090.248",12.9972553,-27.1350566,9.68380081190798,53.3249243572395,5.50661102938702,NA,"62571","1","USFWS",2019-06-29,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",27.52,699,"3960","LARGE",7,"G4",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"270","19-0666","20200090.249",11.194075,-23.7771935,14.414585078534,49.2715231675393,3.41817144920207,NA,"62996","1","USFWS",2019-08-12,"MI","1126",NA,"SEM",NA,NA,"RBT","PREDATOR",31.57,802,"5020","LARGE",7,"G6",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"271","19-0667","20200090.250",10.5510107,-26.1694561,10.7706556400507,54.814774017744,5.08926994322566,NA,"62799","1","USFWS",2019-08-09,"MI","164",NA,"SEM",NA,NA,"RBT","PREDATOR",22.68,576,"2240","SMALL",7,"G7",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","MM8"
"272","19-0671","20200090.251",12.7022258,-26.330221,11.068775579809,54.1031270122783,4.88790531727556,NA,"62792","1","USFWS",2019-08-09,"MI","164",NA,"SEM",NA,NA,"LAT","PREDATOR",26.34,669,"3090","LARGE",7,"H1",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","MM8"
"273","19-0673","20200090.252",10.7530309,-26.2847215,11.6085247119078,53.6201038412292,4.61902827206171,NA,"62561","1","USFWS",2019-07-05,"MI","1122",NA,"SWM",NA,NA,"COS","PREDATOR",26.26,667,"2890","LARGE",7,"H3",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IL"
"274","19-0675","20200090.253",12.0951651,-26.613329,9.63179568733154,55.4746057951482,5.75952891817593,NA,"62315","1","USFWS",2019-07-13,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",23.19,589,"2230","SMALL",7,"H5",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"275","19-0676","20200090.254",11.0720628,-25.025902,12.813059832636,52.5037253835425,4.09767269249855,NA,"62557","1","USFWS",2019-07-06,"MI","1122",NA,"SWM",NA,NA,"RBT","PREDATOR",30.63,778,"5340","LARGE",7,"H6",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IL"
"276","19-0681","20200090.255",10.3219878,-24.429353,13.6414597951344,50.4793765685019,3.70043802691165,NA,"62314","1","USFWS",2019-07-13,"MI","379",NA,"SEM",NA,NA,"COS","PREDATOR",24.17,614,"2990","LARGE",7,"I1",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"277","19-0683","20200090.256",12.8332389,-24.6184287,11.9977766497462,53.4726029187817,4.45687600959907,NA,"62531","1","USFWS",2019-07-14,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",29.37,746,"4520","LARGE",7,"I3",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"278","19-0685","20200090.257",11.004056,-26.0966569,11.8590133917397,54.3481699624531,4.58285762627682,NA,"62552","1","USFWS",2019-07-05,"MI","1122",NA,"SWM",NA,NA,"COS","PREDATOR",24.69,627,"2520","LARGE",7,"I5",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IL"
"279","19-0686","20200090.258",13.4052961,-25.7417608,11.9042521276596,53.5883743351064,4.50161620910175,NA,"62586","1","USFWS",2019-06-28,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",21.54,547,"1580","SMALL",7,"I6",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"280","19-0687","20200090.260",11.1220678,-24.5041744,13.3925660714286,50.7719565934066,3.79105515123965,NA,"62541","1","USFWS",2019-07-14,"MI","379",NA,"SEM",NA,NA,"RBT","PREDATOR",28.86,733,"4390","LARGE",7,"I7",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"281","19-0690","20200090.261",12.8592415,-24.70235,12.1218414304993,53.1856597840756,4.38758913726235,NA,"62511","1","USFWS",2019-07-14,"MI","379",NA,"SEM",NA,NA,"LAT","PREDATOR",26.5,673,"3860","LARGE",7,"I10",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"282","19-0698","20200090.262",10.8580414,-24.2827435,13.6612277777778,50.6246260582011,3.7057156854196,NA,"62313","1","USFWS",2019-07-13,"MI","379",NA,"SEM",NA,NA,"RBT","PREDATOR",36.06,916,"7970","LARGE",7,"J8",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","IN"
"283","19-0699","20200090.263",11.5331089,-23.6750724,14.1087965736041,50.1076803299492,3.55152050485262,NA,"62783","1","USFWS",2019-08-09,"MI","164",NA,"SEM",NA,NA,"LAT","PREDATOR",29.37,746,"3620","LARGE",7,"J9",2020-01-28 14:40:00,2020-01-30 14:39:59,"BOTTLE SAYS 62783, BAGS SHOWS 62738",NA,"Predator","MM8"
"284","19-0700","20200090.264",10.1999756,-23.4880189,14.0548840909091,49.8878360962567,3.54950177984925,NA,"141436","1","USFWS",2019-07-28,"HU","227",NA,"NH",NA,NA,"RBT","PREDATOR",26.85,682,"2740","LARGE",7,"J10",2020-01-28 14:40:00,2020-01-30 14:39:59,NA,NA,"Predator","MH2"
"285","19-0702","20200090.265",11.1010657,-24.2018555,13.9499547619048,50.2190526455027,3.59994376344813,NA,"154266","1","USFWS",2019-08-03,"MI","1116",NA,"SWM",NA,NA,"CHS","PREDATOR",28.19,716,"3190","LARGE",8,"A2",2020-01-29 14:04:00,2020-01-31 14:04:00,NA,NA,"Predator","IL"
"286","19-0703","20200090.266",11.2820838,-25.1179121,12.0324135317997,53.5154292286874,4.44760555205776,NA,"154694","1","USFWS",2019-07-25,"MI","1115",NA,"SWM",NA,NA,"RBT","PREDATOR",22.68,576,"2380","SMALL",8,"A3",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM5"
"287","19-0704","20200090.267",9.8209377,-24.6406729,13.1583734353268,51.1948671766342,3.89066835868856,NA,"98946","1","USFWS",2019-04-27,"MI","379",NA,"SEM",NA,NA,"COS","PREDATOR",19.69,500,"1160","SMALL",8,"A4",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","IN"
"288","19-0706","20200090.268",9.3108867,-23.2493993,14.8194941585535,47.7004258692629,3.21876208181715,NA,"98945","1","USFWS",2019-04-27,"MI","379",NA,"SEM",NA,NA,"COS","PREDATOR",17.83,453,"740","SMALL",8,"A6",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","IN"
"289","19-0707","20200090.269",14.0973653,-22.427375,13.7431860215054,50.2384732526882,3.6555186820636,NA,"107779","1","USFWS",2019-05-04,"HU","241",NA,"SH",NA,NA,"LAT","PREDATOR",30.35,771,"3720","LARGE",8,"A7",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","MH5"
"290","19-0710","20200090.270",9.5529109,-23.5972177,14.1738186046512,45.6376556847545,3.21985605698231,NA,"107895","1","USFWS",2019-05-05,"HU","245",NA,"SH",NA,NA,"COS","PREDATOR",18.15,461,"800","SMALL",8,"A10",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","MH6"
"291","19-0711","20200090.271",11.5171073,-24.7256053,14.1186003740648,52.4207033665835,3.71288243719099,NA,"160986","1","USFWS",2019-08-03,"MI","1117",NA,"SWM",NA,NA,"CHS","PREDATOR",40.2,1021,"12580","LARGE",8,"B1",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM5"
"292","19-0712","20200090.272",13.3182874,-21.9349693,14.6470366896552,47.5999173793104,3.24979846694376,NA,"107894","1","USFWS",2019-05-05,"HU","245",NA,"SH",NA,NA,"LAT","PREDATOR",28.58,726,"3260","LARGE",8,"B2",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","MH6"
"293","19-0713","20200090.273",9.5719321,-23.1215093954746,13.8941249001332,48.9635142476698,3.52404448640018,NA,"98944","1","USFWS",2019-04-27,"MI","379",NA,"SEM",NA,NA,"RBT","PREDATOR",15.71,399,"580","SMALL",8,"B3",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","IN"
"294","19-0714","20200090.274",10.8450403,-25.4334907885712,12.4452763948498,51.7347319027182,4.1569773351219,NA,"155430","1","USFWS",2019-07-14,"MI","1120",NA,"NWM",NA,NA,"CHS","PREDATOR",23.5,597,"1750","SMALL",8,"B4",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM3"
"295","19-0715","20200090.275",10.5132727,-24.2374802403121,13.602242972973,50.4852916216216,3.71154167161501,NA,"154502","1","USFWS",2019-06-27,"MI","1111",NA,"NWM",NA,NA,"RBT","PREDATOR",31.1,790,"4820","LARGE",8,"B5",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM4"
"296","19-0716","20200090.276",12.5998111,-24.5300582051028,12.2039755102041,52.4093660714286,4.29445028200914,NA,"155526","1","USFWS",2019-07-04,"MI","1121",NA,"NWM",NA,NA,"LAT","PREDATOR",21.14,537,"1520","SMALL",8,"B6",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM4"
"297","19-0718","20200090.277",11.0289115,-26.1845227921502,11.9176568093385,54.2558957198444,4.55256403065157,NA,"155088","1","USFWS",2019-06-21,"MI","1111",NA,"NWM",NA,NA,"CHS","PREDATOR",33.5,851,"6900","LARGE",8,"B8",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM4"
"298","19-0719","20200090.278",13.0584898,-23.8070707784793,13.3564605063291,51.1402316455696,3.82887604252161,NA,"154512","1","USFWS",2019-06-27,"MI","1111",NA,"NWM",NA,NA,"LAT","PREDATOR",17.13,435,"850","SMALL",8,"B9",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM4"
"299","19-0720","20200090.279",13.2883288,-24.6641528980733,13.6880171355499,51.032005370844,3.72822483092208,NA,"155579","1","USFWS",2019-07-05,"MI","1118",NA,"NWM",NA,NA,"LAT","PREDATOR",21.26,540,"1390","SMALL",8,"B10",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM4"
"300","19-0721","20200090.281",10.9769479,-25.7965770356853,12.0068176470588,53.242924929972,4.43439106806243,NA,"160976","1","USFWS",2019-08-03,"MI","1117",NA,"SWM",NA,NA,"CHS","PREDATOR",29.61,752,"4570","LARGE",8,"C1",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM5"
"301","19-0722","20200090.282",12.7247236,-26.6146288345175,10.6564464534075,54.8598617524339,5.14804461246009,NA,"155567","1","USFWS",2019-07-05,"MI","1118",NA,"NWM",NA,NA,"LAT","PREDATOR",30.91,785,"5220","LARGE",8,"C2",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM4"
"302","19-0723","20200090.283",10.2984232,-25.245481515746,12.8785022222222,51.681414379085,4.01299883226383,NA,"160099","1","USFWS",2019-08-24,"MI","1112",NA,"NWM",NA,NA,"COS","PREDATOR",29.33,745,"5330","LARGE",8,"C3",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM3"
"303","19-0727","20200090.284",11.1348373,-24.5150999206023,12.544526778784,53.1228941785252,4.23474676369377,NA,"160059","1","USFWS",2019-08-31,"MI","1115",NA,"SWM",NA,NA,"BNT","PREDATOR",24.92,633,"3820","LARGE",8,"C7",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM5"
"304","19-0729","20200090.285",12.0142213,-27.5961186541008,9.31121939711664,57.1483195281782,6.13757630347268,NA,"160083","1","USFWS",2019-08-31,"MI","1115",NA,"SWM",NA,NA,"CHS","PREDATOR",34.49,876,"7100","LARGE",8,"C9",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM5"
"305","19-0730","20200090.286",11.0309101,-26.115196782425,11.869134751773,54.5339129078014,4.59459885225879,NA,"155087","1","USFWS",2019-06-21,"MI","1111",NA,"NWM",NA,NA,"CHS","PREDATOR",27.05,687,"3290","LARGE",8,"C10",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM4"
"306","19-0731","20200090.287",9.7398145,-23.0235033563855,14.689668974359,48.3010374358974,3.28809570319165,NA,"160039","1","USFWS",2019-09-01,"MI","1113",NA,"SWM",NA,NA,"COS","PREDATOR",11.69,297,"240","SMALL",8,"D1",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM5"
"307","19-0732","20200090.288",11.0908681,-24.6064729217059,13.2846574002574,52.5172936936937,3.95322906051579,NA,"160005","1","USFWS",2019-08-23,"MI","1123",NA,"NWM",NA,NA,"RBT","PREDATOR",24.57,624,"2730","LARGE",8,"D2",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM4"
"308","19-0734","20200090.289",10.1785072,-24.3708870581564,13.6383513812155,50.2595994475138,3.685166780256,NA,"160064","1","USFWS",2019-08-31,"MI","1115",NA,"SWM",NA,NA,"COS","PREDATOR",12.2,310,"320","SMALL",8,"D4",2020-01-29 14:03:59,2020-01-31 14:03:59,NA,NA,"Predator","WM5"
