ID,Species,Collection_date,Port_where_fish_was_landed,StatD,Quadrant,Grid,TL_mm,WT_kg,Fin.clip,Stock_wild,Sex,Mat,d15N_14N,d13C_12C,CN,d13corr
68462,CHS,8/22/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,686,2.61,ADCWT,Stock,F,I,11.02510955,-22.90986163,3.116945155,-22.90986163
68463,CHS,8/22/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,480,0.89,NONE,Wild,F,I,10.78869478,-23.71606568,3.123969997,-23.71606568
68468,CHS,8/20/15,SHEBOYGAN SOUTH PIER,WM5,Southwest,1501,475,0.95,NONE,Wild,F,I,11.67819402,-24.42897316,3.155122386,-24.42897316
68469,CHS,8/20/15,SHEBOYGAN SOUTH PIER,WM5,Southwest,1501,815,5.73,AD,Stock,F,M,11.02963857,-23.23234325,3.380336093,-23.23234325
68470,CHS,8/20/15,SHEBOYGAN SOUTH PIER,WM5,Southwest,1501,616,2.22,AD,Stock,F,I,10.90735507,-23.31144251,3.293949356,-23.31144251
68471,BNT,8/21/15,RACINE PRIMARY CLEANING STATION,WM5,Southwest,2102,594,2.9,NONE,Unknown,M,M,11.31134352,-23.56699399,3.578749359,-23.34403212
68473,COS,8/21/15,RACINE PRIMARY CLEANING STATION,WM5,Southwest,2102,689,3.7,NONE,Unknown,M,M,10.4813998,-20.65555266,3.499451685,-20.65555266
68474,LAT,8/16/15,KENOSHA,WM5,Southwest,2202,689,3.11,NONE,Wild,F,M,12.74373708,-24.153504,3.895726141,-23.61673512
68475,LAT,8/21/15,RACINE PRIMARY CLEANING STATION,WM5,Southwest,2102,576,1.68,BPRV,Stock,F,I,11.60185037,-24.07839769,3.842564196,-23.59425914
68476,CHS,8/21/15,RACINE PRIMARY CLEANING STATION,WM5,Southwest,2102,578,2.16,NONE,Wild,M,M,10.13842155,-24.02432115,3.517062994,-23.86242879
68477,LAT,8/21/15,RACINE PRIMARY CLEANING STATION,WM5,Southwest,2102,661,2.72,RP,Stock,F,M,11.19373923,-24.1935607,4.684636005,-22.87577106
68478,COS,8/20/15,SHEBOYGAN SOUTH PIER,WM5,Southwest,1501,580,1.93,NONE,Unknown,F,M,10.05515039,-23.36038134,3.245375057,-23.36038134
68483,CHS,8/21/15,RACINE PRIMARY CLEANING STATION,WM5,Southwest,2102,655,2.09,NONE,Wild,F,I,10.5811603,-22.73950249,3.142345976,-22.73950249
68485,BNT,8/21/15,RACINE PRIMARY CLEANING STATION,WM5,Southwest,2102,644,4.16,NONE,Unknown,F,M,10.48552213,-24.32875207,4.059733475,-23.62961593
68486,COS,8/21/15,RACINE PRIMARY CLEANING STATION,WM5,Southwest,2102,575,2.04,NONE,Unknown,F,M,10.06174613,-22.91374913,3.292777488,-22.91374913
68487,LAT,8/20/15,SHEBOYGAN SOUTH PIER,WM5,Southwest,1501,710,2.94,NONE,Wild,M,M,11.41387191,-27.80567364,7.155003376,-24.0422203
68488,LAT,8/20/15,SHEBOYGAN SOUTH PIER,WM5,Southwest,1501,601,2.31,NONE,Wild,F,I,11.58536103,-23.69385337,4.00791554,-23.04601699
68491,CHS,8/20/15,SHEBOYGAN SOUTH PIER,WM5,Southwest,1501,775,4.16,NONE,Wild,F,I,10.73945795,-23.55665917,3.39531466,-23.55665917
68494,COS,8/16/15,KENOSHA,WM5,Southwest,2202,461,1.19,NONE,Unknown,F,M,10.43852752,-25.86292368,5.100766547,-24.1331648
68495,CHS,8/16/15,KENOSHA,WM5,Southwest,2202,636,2.91,NONE,Wild,F,M,10.34453829,-23.20215738,3.363251188,-23.20215738
68496,RBT,8/16/15,KENOSHA,WM5,Southwest,2202,627,2.29,NONE,Unknown,M,M,9.90191295,-22.82366371,3.189401804,-22.82366371
68498,LAT,8/16/15,KENOSHA,WM5,Southwest,2202,672,3,NONE,Wild,M,M,12.09305212,-22.95143944,3.673625731,-22.63454997
68500,CHS,8/16/15,KENOSHA,WM5,Southwest,2202,454,0.69,NONE,Wild,M,I,9.826773051,-23.84006033,3.112829546,-23.84006033
76078,RBT,6/14/15,FRANKFORT,MM5,Northeast,1011,638,2.29,NONE,Unknown,,,10.71038889,-22.49585058,3.226974232,-22.49585058
76084,RBT,6/15/15,FRANKFORT,MM5,Northeast,1011,792,4.4,RP,Stock,M,I,11.47450848,-23.77807878,3.793810809,-23.34220608
76088,RBT,6/15/15,FRANKFORT,MM5,Northeast,1011,475,1.01,NONE,Unknown,F,I,9.938523455,-22.58228575,3.119533852,-22.58228575
76092,RBT,6/15/15,FRANKFORT,MM5,Northeast,1011,495,1.18,LV,Stock,M,I,10.62775049,-22.14689609,3.242914205,-22.14689609
76092,RBT,6/15/15,FRANKFORT,MM5,Northeast,1011,495,1.18,LV,Stock,M,I,10.62775049,-22.14689609,3.242914205,-22.14689609
76811,RBT,6/19/15,MANISTEE,MM6,Northeast,1210,442,0.79,ADRV,Stock,F,I,9.79548485,-22.53501723,3.129714819,-22.53501723
76812,RBT,6/19/15,MANISTEE,MM6,Northeast,1210,373,0.47,NONE,Unknown,F,I,9.339973666,-20.96169396,3.170341529,-20.96169396
76815,LAT,6/19/15,MANISTEE,MM6,Northeast,1210,757,4.75,LV,Stock,F,I,12.68089572,-25.41043866,4.796272562,-23.98212882
76826,LAT,6/19/15,MANISTEE,MM6,Northeast,1210,798,5.1,NONE,Wild,M,M,12.45561891,-23.96815858,3.808397614,-23.51784494
76831,LAT,6/19/15,MANISTEE,MM6,Northeast,1210,544,1.5,AD,Stock,F,I,12.95769899,-23.73734567,3.548387124,-23.54444242
76838,RBT,6/19/15,MANISTEE,MM6,Northeast,1210,572,1.82,AD,Stock,M,I,10.40315892,-22.42438878,3.186327499,-22.42438878
76844,RBT,6/19/15,MANISTEE,MM6,Northeast,1210,691,2.86,NONE,Unknown,F,I,11.3663131,-22.68871593,3.222444423,-22.68871593
76845,RBT,6/19/15,MANISTEE,MM6,Northeast,1210,643,2.59,NONE,Unknown,F,I,9.953379509,-22.7021931,3.366287692,-22.7021931
76846,RBT,6/19/15,MANISTEE,MM6,Northeast,1210,488,1.14,NONE,Unknown,F,I,10.50107797,-22.67481137,3.149005897,-22.67481137
76847,RBT,6/19/15,MANISTEE,MM6,Northeast,1210,511,1.18,NONE,Unknown,F,I,9.813580038,-22.25442984,3.205367579,-22.25442984
76848,RBT,6/19/15,MANISTEE,MM6,Northeast,1210,587,1.87,NONE,Unknown,F,I,9.826894273,-22.74036647,3.259906951,-22.74036647
76859,RBT,6/20/15,MANISTEE,MM6,Northeast,1210,635,2.33,NONE,Unknown,,,10.66619636,-22.66274281,3.227460033,-22.66274281
76870,LAT,6/20/15,MANISTEE,MM6,Northeast,1210,500,1.12,AD,Stock,F,I,14.15848606,-23.17274533,3.380675566,-23.17274533
76870,LAT,6/20/15,MANISTEE,MM6,Northeast,1210,500,1.12,AD,Stock,F,I,14.15848606,-23.17274533,3.380675566,-23.17274533
76874,RBT,6/20/15,MANISTEE,MM6,Northeast,1210,726,2.93,NONE,Unknown,F,I,11.27838732,-22.08589416,3.123505544,-22.08589416
76874,RBT,6/20/15,MANISTEE,MM6,Northeast,1210,726,2.93,NONE,Unknown,F,I,11.27838732,-22.08589416,3.123505544,-22.08589416
76877,RBT,6/20/15,MANISTEE,MM6,Northeast,1210,678,2.78,BV,Stock,M,I,10.52795771,-22.32281174,3.171327608,-22.32281174
76882,RBT,6/20/15,MANISTEE,MM6,Northeast,1210,696,2.69,NONE,Unknown,F,M,10.73051573,-22.56518863,3.14836196,-22.56518863
76893,LAT,6/21/15,MANISTEE,MM6,Northeast,1210,599,2.84,RP,Stock,M,M,12.54128692,-22.08353951,3.713576688,-21.72709859
76896,RBT,6/21/15,MANISTEE,MM6,Northeast,1210,691,2.61,RP,Stock,F,M,11.010833,-22.09652627,3.0342958,-22.09652627
76915,LAT,6/21/15,MANISTEE,MM6,Northeast,1210,470,0.93,AD,Stock,F,I,12.4307783,-22.37823535,3.520736158,-22.21270655
76916,LAT,6/21/15,MANISTEE,MM6,Northeast,1210,561,2,NONE,Wild,M,M,12.41175797,-23.38931369,3.792540413,-22.95469868
78488,RBT,8/14/15,MANISTEE,MM6,Northeast,1210,676,2.3,NONE,Unknown,M,I,10.66811634,-22.62553142,3.050016162,-22.62553142
78517,COS,8/14/15,MANISTEE,MM6,Northeast,1210,554,1.57,NONE,Unknown,F,M,10.13244156,-23.15353087,3.147922216,-23.15353087
78527,COS,8/14/15,MANISTEE,MM6,Northeast,1210,579,2.02,NONE,Unknown,M,M,11.16592594,-23.06948279,3.368969939,-23.06948279
78530,COS,8/14/15,MANISTEE,MM6,Northeast,1210,594,2,NONE,Unknown,M,M,11.04129806,-22.70150598,3.181892787,-22.70150598
78746,COS,8/21/15,FRANKFORT,MM5,Northeast,1011,627,2.67,NONE,Unknown,M,M,11.30855595,-23.75633052,3.54888793,-23.56293147
78746,COS,8/21/15,FRANKFORT,MM5,Northeast,1011,627,2.67,NONE,Unknown,M,M,11.30855595,-23.75633052,3.54888793,-23.56293147
78757,COS,8/21/15,FRANKFORT,MM5,Northeast,1011,579,2.15,NONE,Unknown,F,M,10.91837498,-21.47587479,3.473643475,-21.47587479
78757,COS,8/21/15,FRANKFORT,MM5,Northeast,1011,579,2.15,NONE,Unknown,F,M,10.91837498,-21.47587479,3.473643475,-21.47587479
78769,BNT,8/21/15,FRANKFORT,MM5,Northeast,1011,450,1.18,RP,Stock,F,M,11.20763108,-23.74287882,3.566886747,-23.53166094
78781,COS,8/21/15,FRANKFORT,MM5,Northeast,1011,665,3.7,NONE,Unknown,M,M,11.10642612,-22.69388012,3.903256093,-22.14965659
78781,COS,8/21/15,FRANKFORT,MM5,Northeast,1011,665,3.7,NONE,Unknown,M,M,11.10642612,-22.69388012,3.903256093,-22.14965659
78814,CHS,8/22/15,FRANKFORT,MM5,Northeast,1011,856,6.41,NONE,Wild,F,M,11.45883912,-22.90234535,3.370418309,-22.90234535
78819,BNT,8/22/15,FRANKFORT,MM5,Northeast,1011,800,2.11,NONE,Unknown,M,M,12.05132259,-23.10971958,3.336041314,-23.10971958
78836,COS,8/22/15,FRANKFORT,MM5,Northeast,1011,617,2.3,NONE,Unknown,M,M,11.51114505,-22.60211698,3.241607426,-22.60211698
78837,COS,8/22/15,FRANKFORT,MM5,Northeast,1011,597,2.46,NONE,Unknown,F,M,11.39386926,-21.18836722,3.306672263,-21.18836722
78845,COS,8/22/15,FRANKFORT,MM5,Northeast,1011,607,2.82,NONE,Unknown,M,M,10.50971788,-20.87357898,3.231983387,-20.87357898
78888,LAT,8/22/15,FRANKFORT,MM5,Northeast,1011,569,1.43,AD,Stock,M,I,13.14079754,-23.03345757,3.850646001,-22.54131803
78888,LAT,8/22/15,FRANKFORT,MM5,Northeast,1011,569,1.43,AD,Stock,M,I,13.14079754,-23.03345757,3.850646001,-22.54131803
78889,LAT,8/22/15,FRANKFORT,MM5,Northeast,1011,566,1.63,AD,Stock,F,I,12.52587998,-23.98358014,3.633122133,-23.70678923
78893,LAT,8/22/15,FRANKFORT,MM5,Northeast,1011,554,1.14,LPRV,Stock,M,I,12.47961867,-23.68756459,3.371555271,-23.68756459
78897,COS,8/22/15,FRANKFORT,MM5,Northeast,1011,587,1.84,NONE,Unknown,M,M,10.83080321,-23.15866984,3.251150789,-23.15866984
78904,LAT,8/22/15,FRANKFORT,MM5,Northeast,1011,569,2.08,AD,Stock,M,M,12.88986179,-20.58500659,3.696318999,-20.24565078
78906,COS,8/22/15,FRANKFORT,MM5,Northeast,1011,521,1.54,NONE,Unknown,M,M,10.7132359,-21.16121296,3.271300308,-21.16121296
78912,LAT,8/22/15,FRANKFORT,MM5,Northeast,1011,640,2.6,NONE,Wild,F,I,12.82601501,-23.10687786,3.527862057,-22.93429442
78933,CHS,8/22/15,FRANKFORT,MM5,Northeast,1011,566,1.47,NONE,Wild,F,I,11.66978978,-23.71045368,3.249052437,-23.71045368
78981,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,533,1.33,NONE,Wild,M,M,11.79238357,-23.8930077,3.236698627,-23.8930077
78981,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,533,1.33,NONE,Wild,M,M,11.79238357,-23.8930077,3.236698627,-23.8930077
78982,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,853,4.94,AD,Stock,F,M,11.70095865,-23.01510824,3.157739585,-23.01510824
79008,LAT,8/29/15,MANISTEE,MM6,Northeast,1211,683,2.82,RV,Stock,F,M,13.04863133,-25.38981513,4.333271617,-24.41987623
79008,LAT,8/29/15,MANISTEE,MM6,Northeast,1211,683,2.82,RV,Stock,F,M,13.04863133,-25.38981513,4.333271617,-24.41987623
79016,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,729,3.43,AD,Stock,M,I,11.80942763,-23.57593014,3.292424277,-23.57593014
79016,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,729,3.43,AD,Stock,M,I,11.80942763,-23.57593014,3.292424277,-23.57593014
79027,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,757,4.62,AD,Stock,M,M,11.75829544,-23.63833906,3.553654393,-23.44022121
79027,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,757,4.62,AD,Stock,M,M,11.75829544,-23.63833906,3.553654393,-23.44022121
79029,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,831,5.11,AD,Stock,M,M,11.60389628,-23.031362,3.200833441,-23.031362
79029,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,831,5.11,AD,Stock,M,M,11.60389628,-23.031362,3.200833441,-23.031362
79032,CHS,8/29/15,MANISTEE,MM6,Northeast,1211,650,2.37,AD,Stock,F,I,11.5834835,-23.01120454,3.238329719,-23.01120454
79185,CHS,9/11/15,MANISTEE,MM6,Northeast,1210,711,3.75,AD,Stock,M,M,11.85661944,-24.0674404,3.71153903,-23.71301676
79185,CHS,9/11/15,MANISTEE,MM6,Northeast,1210,711,3.75,AD,Stock,M,M,11.85661944,-24.0674404,3.71153903,-23.71301676
79199,LAT,9/12/15,MANISTEE,MM6,Northeast,1210,648,2.11,LPRV,Stock,F,I,12.13467413,-24.03116559,3.553956273,-23.83274888
79200,LAT,9/12/15,MANISTEE,MM6,Northeast,1210,493,1.01,AD,Stock,M,I,11.88075434,-23.52655656,3.270930053,-23.52655656
79200,LAT,9/12/15,MANISTEE,MM6,Northeast,1210,493,1.01,AD,Stock,M,I,11.88075434,-23.52655656,3.270930053,-23.52655656
79307,LAT,9/12/15,MANISTEE,MM6,Northeast,1210,681,2.68,RV,Stock,F,M,12.8431337,-25.03330439,4.268406155,-24.1275823
79307,LAT,9/12/15,MANISTEE,MM6,Northeast,1210,681,2.68,RV,Stock,F,M,12.8431337,-25.03330439,4.268406155,-24.1275823
79312,CHS,9/12/15,MANISTEE,MM6,Northeast,1210,678,2.84,AD,Stock,M,I,11.74700674,-22.98872282,3.35632794,-22.98872282
79312,CHS,9/12/15,MANISTEE,MM6,Northeast,1210,678,2.84,AD,Stock,M,I,11.74700674,-22.98872282,3.35632794,-22.98872282
79323,CHS,9/12/15,MANISTEE,MM6,Northeast,1210,592,1.94,NONE,Wild,F,I,11.59918044,-22.55967586,3.224792109,-22.55967586
79323,CHS,9/12/15,MANISTEE,MM6,Northeast,1210,592,1.94,NONE,Wild,F,I,11.59918044,-22.55967586,3.224792109,-22.55967586
79324,COS,9/12/15,MANISTEE,MM6,Northeast,1210,610,2.44,NONE,Wild,M,M,10.785633,-23.50927268,3.475657971,-23.50927268
79324,COS,9/12/15,MANISTEE,MM6,Northeast,1210,610,2.44,NONE,Wild,M,M,10.785633,-23.50927268,3.475657971,-23.50927268
79326,COS,9/12/15,MANISTEE,MM6,Northeast,1210,617,2.71,NONE,Wild,M,M,10.34215411,-23.1025931,3.423138652,-23.1025931
79326,COS,9/12/15,MANISTEE,MM6,Northeast,1210,617,2.71,NONE,Wild,M,M,10.34215411,-23.1025931,3.423138652,-23.1025931
79327,COS,9/12/15,MANISTEE,MM6,Northeast,1210,693,3.89,NONE,Unknown,M,I,11.99941763,-23.04972475,3.592463669,-22.81318572
79327,COS,9/12/15,MANISTEE,MM6,Northeast,1210,693,3.89,NONE,Unknown,M,I,11.99941763,-23.04972475,3.592463669,-22.81318572
79334,CHS,9/12/15,MANISTEE,MM6,Northeast,1210,564,1.65,NONE,Wild,M,I,12.1844519,-24.57680657,3.514797139,-24.4171574
79334,CHS,9/12/15,MANISTEE,MM6,Northeast,1210,564,1.65,NONE,Wild,M,I,12.1844519,-24.57680657,3.514797139,-24.4171574
79338,LAT,9/12/15,MANISTEE,MM6,Northeast,1210,671,2.49,LPRV,Stock,M,I,13.62550689,-24.30331455,3.804018413,-23.85733632
79338,LAT,9/12/15,MANISTEE,MM6,Northeast,1210,671,2.49,LPRV,Stock,M,I,13.62550689,-24.30331455,3.804018413,-23.85733632
79342,CHS,9/13/15,MANISTEE,MM6,Northeast,1210,643,2.7,AD,Stock,M,M,12.13919896,-23.22053018,3.393389979,-23.22053018
79342,CHS,9/13/15,MANISTEE,MM6,Northeast,1210,643,2.7,AD,Stock,M,M,12.13919896,-23.22053018,3.393389979,-23.22053018
79359,LAT,9/13/15,MANISTEE,MM6,Northeast,1210,660,2.5,RP,Stock,F,M,13.59634388,-24.76082907,4.240965857,-23.88227287
79359,LAT,9/13/15,MANISTEE,MM6,Northeast,1210,660,2.5,RP,Stock,F,M,13.59634388,-24.76082907,4.240965857,-23.88227287
79366,LAT,9/13/15,MANISTEE,MM6,Northeast,1210,584,1.87,AD,Stock,M,I,13.28862383,-24.14064272,3.701277055,-23.79637844
79366,LAT,9/13/15,MANISTEE,MM6,Northeast,1210,584,1.87,AD,Stock,M,I,13.28862383,-24.14064272,3.701277055,-23.79637844
79376,CHS,9/13/15,MANISTEE,MM6,Northeast,1210,589,1.91,NONE,Wild,M,M,11.12050481,-23.40048589,3.336926179,-23.40048589
79376,CHS,9/13/15,MANISTEE,MM6,Northeast,1210,589,1.91,NONE,Wild,M,M,11.12050481,-23.40048589,3.336926179,-23.40048589
79380,CHS,9/13/15,MANISTEE,MM6,Northeast,1210,445,0.8,AD,Stock,F,I,11.59415234,-23.37608511,3.233054318,-23.37608511
79380,CHS,9/13/15,MANISTEE,MM6,Northeast,1210,445,0.8,AD,Stock,F,I,11.59415234,-23.37608511,3.233054318,-23.37608511
79403,CHS,9/25/15,FRANKFORT,MM5,Northeast,1011,419,0.73,NONE,Wild,F,I,10.48998041,-22.99380631,3.276837786,-22.99380631
79403,CHS,9/25/15,FRANKFORT,MM5,Northeast,1011,419,0.73,NONE,Wild,F,I,10.48998041,-22.99380631,3.276837786,-22.99380631
79435,CHS,9/27/15,MANISTEE,MM6,Northeast,1210,531,1.51,NONE,Wild,F,I,12.50122254,-24.78014635,3.412522851,-24.78014635
79435,CHS,9/27/15,MANISTEE,MM6,Northeast,1210,531,1.51,NONE,Wild,F,I,12.50122254,-24.78014635,3.412522851,-24.78014635
86130,CHS,8/1/15,MCKINLEY MARINA,WM5,Southwest,1901,891,6.75,NONE,Wild,M,M,10.65866019,-23.14006949,3.237708149,-23.14006949
86131,COS,8/1/15,MCKINLEY MARINA,WM5,Southwest,1901,565,1.75,NONE,Unknown,M,M,10.05679933,-23.13005532,3.199406421,-23.13005532
86133,CHS,8/1/15,MCKINLEY MARINA,WM5,Southwest,1901,740,4.26,NONE,Wild,M,M,10.99060903,-23.26518978,3.375622866,-23.26518978
86403,CHS,6/26/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,594,2.01,ADCWT,Stock,F,I,10.35525636,-22.14766474,3.157694965,-22.14766474
86415,LAT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,606,1.72,RV,Stock,M,M,11.35368582,-24.92860115,4.075031993,-24.21431948
86417,RBT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,605,1.64,NONE,Unknown,F,I,9.373046601,-22.83296285,3.244263627,-22.83296285
86419,COS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,550,1.5,NONE,Unknown,M,I,9.659237569,-20.86592422,3.633038667,-20.58921594
86420,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,562,1.55,ADCWT,Stock,F,I,9.21405162,-22.84493266,3.168017564,-22.84493266
86421,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,600,1.89,NONE,Wild,M,I,9.523887995,-24.09178778,3.870213781,-23.58027614
86422,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,536,1.51,ADCWT,Stock,F,I,10.44932032,-24.14265947,3.564649146,-23.93365682
86428,LAT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,420,0.58,ADCWT,Stock,M,I,11.51825582,-23.09729614,3.3904552,-23.09729614
86431,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,548,1.46,ADCWT,Stock,F,I,10.22591199,-22.68234276,3.154116227,-22.68234276
86432,COS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,584,2.12,NONE,Unknown,M,I,9.788879631,-20.55869912,3.314974971,-20.55869912
86433,RBT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,586,1.85,NONE,Unknown,F,I,9.163499369,-22.69331508,3.206575611,-22.69331508
86434,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,572,1.78,NONE,Wild,M,I,11.65197467,-24.44689211,3.853362364,-23.95206337
86435,LAT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,533,1.49,ADCWT,Stock,M,I,11.7090498,-24.43691727,3.827563359,-23.96762954
86437,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,695,3.02,ADCWT,Stock,F,I,10.53737908,-23.25789108,3.323640407,-23.25789108
86440,COS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,600,2.03,NONE,Unknown,M,I,10.10049607,-24.20257346,3.79326371,-23.76724239
86443,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,717,3.51,ADCWT,Stock,M,I,10.79717064,-25.13689599,4.352883718,-24.14754111
86444,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,581,1.73,ADCWT,Stock,F,I,10.0873046,-23.54063649,3.472203034,-23.54063649
86446,CHS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,607,2.47,ADCWT,Stock,M,I,10.45419239,-25.48538929,4.364705264,-24.48433108
86447,LAT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,793,3.98,LP,Stock,M,M,11.46687249,-23.51382948,3.883351417,-22.98931158
86448,RBT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,661,2.33,NONE,Unknown,F,I,9.39887471,-22.58428278,3.255484366,-22.58428278
86450,LAT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,564,1.47,LPRV,Stock,F,I,12.1995889,-25.23503491,4.362528334,-24.23613186
86451,LAT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,585,1.69,NONE,Wild,F,I,13.43216697,-22.91074488,3.537810981,-22.72831201
86453,LAT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,545,1.2,NONE,Wild,M,I,13.24336404,-24.21459047,3.874234437,-23.69909838
86454,COS,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,544,1.35,NONE,Unknown,F,I,9.768235899,-22.85266267,3.166877848,-22.85266267
86456,CHS,6/26/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,546,1.61,ADCWT,Stock,M,I,11.27633417,-23.01326326,3.161275358,-23.01326326
86457,CHS,6/26/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,504,0.79,NONE,Wild,M,I,10.14893057,-23.18088366,3.189973979,-23.18088366
86458,CHS,6/26/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,592,2.27,ADCWT,Stock,F,I,11.17657251,-23.31775713,3.316755971,-23.31775713
86460,CHS,6/26/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,566,1.63,ADCWT,Stock,F,I,11.40612119,-24.42663057,3.911459893,-23.87428528
86461,CHS,6/26/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,750,4.33,ADCWT,Stock,F,M,11.4274295,-25.01974892,4.140828081,-24.24032912
86463,LAT,6/28/15,MCKINLEY MARINA,WM5,Southwest,1901,582,1.61,NONE,Wild,M,M,13.41162751,-24.36992868,3.859164872,-23.86935546
86464,RBT,6/27/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,556,1.6,NONE,Unknown,M,I,9.316786839,-22.88782448,3.137385104,-22.88782448
86467,RBT,6/27/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,523,1.55,NONE,Unknown,M,I,9.781846409,-23.14616937,3.344174228,-23.14616937
86481,CHS,6/27/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,515,1.27,ADCWT,Stock,F,I,11.16591836,-23.71250814,3.165838466,-23.71250814
86485,CHS,6/27/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,888,6.68,NONE,Wild,F,M,11.7044376,-24.19454078,3.665823507,-23.88537551
86487,RBT,6/27/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,595,2.08,NONE,Unknown,F,I,10.20801272,-22.90416122,3.294290302,-22.90416122
86488,RBT,6/27/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,667,2.79,NONE,Unknown,M,I,9.696613147,-23.59745508,3.414804754,-23.59745508
86489,CHS,6/27/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,644,2.53,ADCWT,Stock,F,I,11.25502586,-23.99617343,3.59461497,-23.75750461
86490,LAT,6/27/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,541,1.41,ADCWT,Stock,F,I,12.37371242,-22.9279653,3.421880834,-22.9279653
86494,CHS,6/21/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,525,1.33,NONE,Wild,M,I,10.36689524,-23.40084467,3.179237299,-23.40084467
86495,RBT,6/21/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,807,4.29,NONE,Unknown,M,M,11.50530198,-23.1273263,3.464132494,-23.1273263
86498,LAT,6/21/15,PORT WASHINGTON CLEANING STATION,WM5,Southwest,1701,772,4.5,ADCWT,Stock,M,M,13.39748012,-25.70213258,4.706493309,-24.3627042
86673,RBT,7/10/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,721,3.47,ADCWT,Stock,M,I,10.78333724,-23.5657163,3.532228399,-23.38881018
86678,CHS,7/10/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,511,1.26,NONE,Wild,F,I,9.798311925,-22.77621428,3.138160701,-22.77621428
86682,RBT,7/10/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,555,1.47,NONE,Unknown,M,I,9.947470134,-23.20072039,3.190814797,-23.20072039
86685,RBT,7/10/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,628,1.97,NONE,Unknown,F,I,9.529052302,-22.75836122,3.225516745,-22.75836122
86686,RBT,7/10/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,619,2.13,NONE,Unknown,M,I,9.375051295,-23.24733672,3.561641894,-23.04131124
86690,LAT,7/10/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,586,1.56,RV,Stock,F,I,12.57033006,-24.32645506,3.615954043,-24.06666056
86691,LAT,7/10/15,SHEBOYGAN DELAND PARK,WM5,Southwest,1501,639,2.62,LP,Stock,M,M,12.29138484,-26.92506724,5.927938748,-24.37640788
86726,BNT,7/23/15,PORT WASHINGTON,WM5,Southwest,1701,564,2.71,NONE,Unknown,M,M,11.28892545,-23.93963874,3.83528767,-23.46270395
